sic,description,as_of_date,value,is_sa,release_as_of_date
56,Apparel and accessory stores,1996-11-01,9347,1,1997-11-01
58,Eating and drinking places,1996-11-01,20105,1,1997-11-01
591,Drug and proprietary stores,1996-11-01,7768,1,1997-11-01
592,Liquor stores,1996-11-01,1892,1,1997-11-01
5961,Total mail order,1996-11-01,3945,1,1997-11-01
53,General merchandise group stores,1997-11-01,33004,0,1997-11-01
541,Grocery stores,1997-11-01,34031,0,1997-11-01
56,Apparel and accessory stores,1997-11-01,11153,0,1997-11-01
58,Eating and drinking places,1997-11-01,19787,0,1997-11-01
591,Drug and proprietary stores,1997-11-01,8148,0,1997-11-01
553,Auto and home supply stores,1996-11-01,2944,0,1997-11-01
571,Furniture and home furnishings,1996-11-01,6347,0,1997-11-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1996-11-01,5205,0,1997-11-01
53,General merchandise group stores,1996-11-01,31075,0,1997-11-01
541,Grocery stores,1996-11-01,33924,0,1997-11-01
56,Apparel and accessory stores,1996-11-01,10777,0,1997-11-01
58,Eating and drinking places,1996-11-01,19622,0,1997-11-01
591,Drug and proprietary stores,1996-11-01,7613,0,1997-11-01
592,Liquor stores,1996-11-01,1970,0,1997-11-01
5961,Total mail order,1996-11-01,5223,0,1997-11-01
53,General merchandise group stores,1997-12-01,27931,1,1997-12-01
541,Grocery stores,1997-12-01,34097,1,1997-12-01
56,Apparel and accessory stores,1997-12-01,9899,1,1997-12-01
58,Eating and drinking places,1997-12-01,20419,1,1997-12-01
591,Drug and proprietary stores,1997-12-01,8442,1,1997-12-01
553,Auto and home supply stores,1996-12-01,2983,1,1997-12-01
571,Furniture and home furnishings,1996-12-01,5657,1,1997-12-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1996-12-01,4629,1,1997-12-01
53,General merchandise group stores,1996-12-01,26659,1,1997-12-01
541,Grocery stores,1996-12-01,33774,1,1997-12-01
56,Apparel and accessory stores,1996-12-01,9395,1,1997-12-01
58,Eating and drinking places,1996-12-01,19942,1,1997-12-01
591,Drug and proprietary stores,1996-12-01,7813,1,1997-12-01
592,Liquor stores,1996-12-01,1911,1,1997-12-01
5961,Total mail order,1996-12-01,4044,1,1997-12-01
53,General merchandise group stores,1997-12-01,47084,0,1997-12-01
541,Grocery stores,1997-12-01,36211,0,1997-12-01
56,Apparel and accessory stores,1997-12-01,16125,0,1997-12-01
58,Eating and drinking places,1997-12-01,20235,0,1997-12-01
591,Drug and proprietary stores,1997-12-01,10510,0,1997-12-01
553,Auto and home supply stores,1996-12-01,2771,0,1997-12-01
571,Furniture and home furnishings,1996-12-01,6720,0,1997-12-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1996-12-01,7263,0,1997-12-01
53,General merchandise group stores,1996-12-01,44935,0,1997-12-01
541,Grocery stores,1996-12-01,35463,0,1997-12-01
56,Apparel and accessory stores,1996-12-01,15130,0,1997-12-01
58,Eating and drinking places,1996-12-01,19822,0,1997-12-01
591,Drug and proprietary stores,1996-12-01,9602,0,1997-12-01
592,Liquor stores,1996-12-01,2525,0,1997-12-01
5961,Total mail order,1996-12-01,6203,0,1997-12-01
53,General merchandise group stores,1998-01-01,28222,1,1998-01-01
541,Grocery stores,1998-01-01,34026,1,1998-01-01
56,Apparel and accessory stores,1998-01-01,9853,1,1998-01-01
58,Eating and drinking places,1998-01-01,20715,1,1998-01-01
591,Drug and proprietary stores,1998-01-01,8501,1,1998-01-01
553,Auto and home supply stores,1997-01-01,2996,1,1998-01-01
571,Furniture and home furnishings,1997-01-01,5776,1,1998-01-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-01-01,4659,1,1998-01-01
53,General merchandise group stores,1997-01-01,27160,1,1998-01-01
541,Grocery stores,1997-01-01,33824,1,1998-01-01
56,Apparel and accessory stores,1997-01-01,9664,1,1998-01-01
58,Eating and drinking places,1997-01-01,20169,1,1998-01-01
591,Drug and proprietary stores,1997-01-01,7922,1,1998-01-01
592,Liquor stores,1997-01-01,1932,1,1998-01-01
5961,Total mail order,1997-01-01,4082,1,1998-01-01
53,General merchandise group stores,1998-01-01,21775,0,1998-01-01
541,Grocery stores,1998-01-01,33822,0,1998-01-01
56,Apparel and accessory stores,1998-01-01,7291,0,1998-01-01
58,Eating and drinking places,1998-01-01,19306,0,1998-01-01
591,Drug and proprietary stores,1998-01-01,8365,0,1998-01-01
553,Auto and home supply stores,1997-01-01,2672,0,1998-01-01
571,Furniture and home furnishings,1997-01-01,5227,0,1998-01-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-01-01,4398,0,1998-01-01
53,General merchandise group stores,1997-01-01,20783,0,1998-01-01
541,Grocery stores,1997-01-01,33317,0,1998-01-01
56,Apparel and accessory stores,1997-01-01,6957,0,1998-01-01
58,Eating and drinking places,1997-01-01,18576,0,1998-01-01
591,Drug and proprietary stores,1997-01-01,7827,0,1998-01-01
592,Liquor stores,1997-01-01,1702,0,1998-01-01
5961,Total mail order,1997-01-01,3804,0,1998-01-01
53,General merchandise group stores,1998-02-01,28908,1,1998-02-01
541,Grocery stores,1998-02-01,33886,1,1998-02-01
56,Apparel and accessory stores,1998-02-01,10116,1,1998-02-01
58,Eating and drinking places,1998-02-01,20651,1,1998-02-01
591,Drug and proprietary stores,1998-02-01,8530,1,1998-02-01
553,Auto and home supply stores,1997-02-01,2962,1,1998-02-01
571,Furniture and home furnishings,1997-02-01,5896,1,1998-02-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-02-01,4826,1,1998-02-01
53,General merchandise group stores,1997-02-01,27215,1,1998-02-01
541,Grocery stores,1997-02-01,33777,1,1998-02-01
56,Apparel and accessory stores,1997-02-01,9728,1,1998-02-01
58,Eating and drinking places,1997-02-01,20421,1,1998-02-01
591,Drug and proprietary stores,1997-02-01,8048,1,1998-02-01
592,Liquor stores,1997-02-01,1952,1,1998-02-01
5961,Total mail order,1997-02-01,4216,1,1998-02-01
53,General merchandise group stores,1998-02-01,22949,0,1998-02-01
541,Grocery stores,1998-02-01,30599,0,1998-02-01
56,Apparel and accessory stores,1998-02-01,7587,0,1998-02-01
58,Eating and drinking places,1998-02-01,18503,0,1998-02-01
591,Drug and proprietary stores,1998-02-01,8027,0,1998-02-01
553,Auto and home supply stores,1997-02-01,2494,0,1998-02-01
571,Furniture and home furnishings,1997-02-01,5000,0,1998-02-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-02-01,4179,0,1998-02-01
53,General merchandise group stores,1997-02-01,21355,0,1998-02-01
541,Grocery stores,1997-02-01,30501,0,1998-02-01
56,Apparel and accessory stores,1997-02-01,7202,0,1998-02-01
58,Eating and drinking places,1997-02-01,18277,0,1998-02-01
591,Drug and proprietary stores,1997-02-01,7565,0,1998-02-01
592,Liquor stores,1997-02-01,1620,0,1998-02-01
5961,Total mail order,1997-02-01,3432,0,1998-02-01
53,General merchandise group stores,1998-03-01,28931,1,1998-03-01
541,Grocery stores,1998-03-01,34096,1,1998-03-01
56,Apparel and accessory stores,1998-03-01,10295,1,1998-03-01
58,Eating and drinking places,1998-03-01,20864,1,1998-03-01
591,Drug and proprietary stores,1998-03-01,8485,1,1998-03-01
553,Auto and home supply stores,1997-03-01,2986,1,1998-03-01
571,Furniture and home furnishings,1997-03-01,5857,1,1998-03-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-03-01,4777,1,1998-03-01
53,General merchandise group stores,1997-03-01,27263,1,1998-03-01
541,Grocery stores,1997-03-01,34051,1,1998-03-01
56,Apparel and accessory stores,1997-03-01,9598,1,1998-03-01
58,Eating and drinking places,1997-03-01,20321,1,1998-03-01
591,Drug and proprietary stores,1997-03-01,8095,1,1998-03-01
592,Liquor stores,1997-03-01,1952,1,1998-03-01
5961,Total mail order,1997-03-01,4391,1,1998-03-01
53,General merchandise group stores,1998-03-01,26271,0,1998-03-01
541,Grocery stores,1998-03-01,33585,0,1998-03-01
56,Apparel and accessory stores,1998-03-01,9338,0,1998-03-01
58,Eating and drinking places,1998-03-01,20822,0,1998-03-01
591,Drug and proprietary stores,1998-03-01,8493,0,1998-03-01
553,Auto and home supply stores,1997-03-01,2947,0,1998-03-01
571,Furniture and home furnishings,1997-03-01,5629,0,1998-03-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-03-01,4500,0,1998-03-01
53,General merchandise group stores,1997-03-01,25452,0,1998-03-01
541,Grocery stores,1997-03-01,34323,0,1998-03-01
56,Apparel and accessory stores,1997-03-01,9348,0,1998-03-01
58,Eating and drinking places,1997-03-01,20402,0,1998-03-01
591,Drug and proprietary stores,1997-03-01,8281,0,1998-03-01
592,Liquor stores,1997-03-01,1854,0,1998-03-01
5961,Total mail order,1997-03-01,4215,0,1998-03-01
53,General merchandise group stores,1998-04-01,29294,1,1998-04-01
541,Grocery stores,1998-04-01,34159,1,1998-04-01
56,Apparel and accessory stores,1998-04-01,10457,1,1998-04-01
58,Eating and drinking places,1998-04-01,20518,1,1998-04-01
591,Drug and proprietary stores,1998-04-01,8637,1,1998-04-01
553,Auto and home supply stores,1997-04-01,3147,1,1998-04-01
571,Furniture and home furnishings,1997-04-01,5879,1,1998-04-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-04-01,5278,1,1998-04-01
53,General merchandise group stores,1997-04-01,26897,1,1998-04-01
541,Grocery stores,1997-04-01,33391,1,1998-04-01
56,Apparel and accessory stores,1997-04-01,9602,1,1998-04-01
58,Eating and drinking places,1997-04-01,19577,1,1998-04-01
591,Drug and proprietary stores,1997-04-01,8097,1,1998-04-01
592,Liquor stores,1997-04-01,1965,1,1998-04-01
5961,Total mail order,1997-04-01,4121,1,1998-04-01
53,General merchandise group stores,1998-04-01,27584,0,1998-04-01
541,Grocery stores,1998-04-01,33749,0,1998-04-01
56,Apparel and accessory stores,1998-04-01,10112,0,1998-04-01
58,Eating and drinking places,1998-04-01,20497,0,1998-04-01
591,Drug and proprietary stores,1998-04-01,8602,0,1998-04-01
553,Auto and home supply stores,1997-04-01,3201,0,1998-04-01
571,Furniture and home furnishings,1997-04-01,5550,0,1998-04-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-04-01,4724,0,1998-04-01
53,General merchandise group stores,1997-04-01,24328,0,1998-04-01
541,Grocery stores,1997-04-01,32256,0,1998-04-01
56,Apparel and accessory stores,1997-04-01,8675,0,1998-04-01
58,Eating and drinking places,1997-04-01,19479,0,1998-04-01
591,Drug and proprietary stores,1997-04-01,7846,0,1998-04-01
592,Liquor stores,1997-04-01,1810,0,1998-04-01
5961,Total mail order,1997-04-01,3812,0,1998-04-01
53,General merchandise group stores,1998-05-01,29530,1,1998-05-01
541,Grocery stores,1998-05-01,34302,1,1998-05-01
56,Apparel and accessory stores,1998-05-01,10486,1,1998-05-01
58,Eating and drinking places,1998-05-01,20229,1,1998-05-01
591,Drug and proprietary stores,1998-05-01,8648,1,1998-05-01
553,Auto and home supply stores,1997-05-01,3151,1,1998-05-01
571,Furniture and home furnishings,1997-05-01,5926,1,1998-05-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-05-01,5266,1,1998-05-01
53,General merchandise group stores,1997-05-01,27306,1,1998-05-01
541,Grocery stores,1997-05-01,33443,1,1998-05-01
56,Apparel and accessory stores,1997-05-01,9711,1,1998-05-01
58,Eating and drinking places,1997-05-01,19608,1,1998-05-01
591,Drug and proprietary stores,1997-05-01,8083,1,1998-05-01
592,Liquor stores,1997-05-01,1977,1,1998-05-01
5961,Total mail order,1997-05-01,4116,1,1998-05-01
53,General merchandise group stores,1998-05-01,29340,0,1998-05-01
541,Grocery stores,1998-05-01,35400,0,1998-05-01
56,Apparel and accessory stores,1998-05-01,10213,0,1998-05-01
58,Eating and drinking places,1998-05-01,21443,0,1998-05-01
591,Drug and proprietary stores,1998-05-01,8674,0,1998-05-01
553,Auto and home supply stores,1997-05-01,3315,0,1998-05-01
571,Furniture and home furnishings,1997-05-01,5932,0,1998-05-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-05-01,4866,0,1998-05-01
53,General merchandise group stores,1997-05-01,27349,0,1998-05-01
541,Grocery stores,1997-05-01,35015,0,1998-05-01
56,Apparel and accessory stores,1997-05-01,9696,0,1998-05-01
58,Eating and drinking places,1997-05-01,20883,0,1998-05-01
591,Drug and proprietary stores,1997-05-01,8261,0,1998-05-01
592,Liquor stores,1997-05-01,2054,0,1998-05-01
5961,Total mail order,1997-05-01,3704,0,1998-05-01
53,General merchandise group stores,1998-06-01,29553,1,1998-06-01
541,Grocery stores,1998-06-01,34473,1,1998-06-01
56,Apparel and accessory stores,1998-06-01,10392,1,1998-06-01
58,Eating and drinking places,1998-06-01,20614,1,1998-06-01
591,Drug and proprietary stores,1998-06-01,8747,1,1998-06-01
553,Auto and home supply stores,1997-06-01,3176,1,1998-06-01
571,Furniture and home furnishings,1997-06-01,5931,1,1998-06-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-06-01,5317,1,1998-06-01
53,General merchandise group stores,1997-06-01,27575,1,1998-06-01
541,Grocery stores,1997-06-01,33347,1,1998-06-01
56,Apparel and accessory stores,1997-06-01,9850,1,1998-06-01
58,Eating and drinking places,1997-06-01,19640,1,1998-06-01
591,Drug and proprietary stores,1997-06-01,8208,1,1998-06-01
592,Liquor stores,1997-06-01,2013,1,1998-06-01
5961,Total mail order,1997-06-01,4206,1,1998-06-01
53,General merchandise group stores,1998-06-01,27858,0,1998-06-01
541,Grocery stores,1998-06-01,34197,0,1998-06-01
56,Apparel and accessory stores,1998-06-01,9727,0,1998-06-01
58,Eating and drinking places,1998-06-01,21150,0,1998-06-01
591,Drug and proprietary stores,1998-06-01,8572,0,1998-06-01
553,Auto and home supply stores,1997-06-01,3325,0,1998-06-01
571,Furniture and home furnishings,1997-06-01,5729,0,1998-06-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-06-01,4870,0,1998-06-01
53,General merchandise group stores,1997-06-01,26220,0,1998-06-01
541,Grocery stores,1997-06-01,32980,0,1998-06-01
56,Apparel and accessory stores,1997-06-01,9111,0,1998-06-01
58,Eating and drinking places,1997-06-01,20111,0,1998-06-01
591,Drug and proprietary stores,1997-06-01,7929,0,1998-06-01
592,Liquor stores,1997-06-01,1997,0,1998-06-01
5961,Total mail order,1997-06-01,3579,0,1998-06-01
53,General merchandise group stores,1998-07-01,29530,1,1998-07-01
541,Grocery stores,1998-07-01,34446,1,1998-07-01
56,Apparel and accessory stores,1998-07-01,10366,1,1998-07-01
58,Eating and drinking places,1998-07-01,20404,1,1998-07-01
591,Drug and proprietary stores,1998-07-01,8807,1,1998-07-01
553,Auto and home supply stores,1997-07-01,3222,1,1998-07-01
571,Furniture and home furnishings,1997-07-01,5958,1,1998-07-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-07-01,5524,1,1998-07-01
53,General merchandise group stores,1997-07-01,27777,1,1998-07-01
541,Grocery stores,1997-07-01,33556,1,1998-07-01
56,Apparel and accessory stores,1997-07-01,9986,1,1998-07-01
58,Eating and drinking places,1997-07-01,19773,1,1998-07-01
591,Drug and proprietary stores,1997-07-01,8237,1,1998-07-01
592,Liquor stores,1997-07-01,1999,1,1998-07-01
5961,Total mail order,1997-07-01,4198,1,1998-07-01
53,General merchandise group stores,1998-07-01,27604,0,1998-07-01
541,Grocery stores,1998-07-01,36065,0,1998-07-01
56,Apparel and accessory stores,1998-07-01,9692,0,1998-07-01
58,Eating and drinking places,1998-07-01,21567,0,1998-07-01
591,Drug and proprietary stores,1998-07-01,8622,0,1998-07-01
553,Auto and home supply stores,1997-07-01,3535,0,1998-07-01
571,Furniture and home furnishings,1997-07-01,5958,0,1998-07-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-07-01,5126,0,1998-07-01
53,General merchandise group stores,1997-07-01,25691,0,1998-07-01
541,Grocery stores,1997-07-01,34831,0,1998-07-01
56,Apparel and accessory stores,1997-07-01,9208,0,1998-07-01
58,Eating and drinking places,1997-07-01,20801,0,1998-07-01
591,Drug and proprietary stores,1997-07-01,8023,0,1998-07-01
592,Liquor stores,1997-07-01,2093,0,1998-07-01
5961,Total mail order,1997-07-01,3581,0,1998-07-01
53,General merchandise group stores,1998-08-01,29442,1,1998-08-01
541,Grocery stores,1998-08-01,34839,1,1998-08-01
56,Apparel and accessory stores,1998-08-01,10597,1,1998-08-01
58,Eating and drinking places,1998-08-01,20443,1,1998-08-01
591,Drug and proprietary stores,1998-08-01,8923,1,1998-08-01
553,Auto and home supply stores,1997-08-01,3256,1,1998-08-01
571,Furniture and home furnishings,1997-08-01,6065,1,1998-08-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-08-01,5458,1,1998-08-01
53,General merchandise group stores,1997-08-01,27983,1,1998-08-01
541,Grocery stores,1997-08-01,33557,1,1998-08-01
56,Apparel and accessory stores,1997-08-01,10076,1,1998-08-01
58,Eating and drinking places,1997-08-01,19795,1,1998-08-01
591,Drug and proprietary stores,1997-08-01,8215,1,1998-08-01
592,Liquor stores,1997-08-01,2001,1,1998-08-01
5961,Total mail order,1997-08-01,4120,1,1998-08-01
53,General merchandise group stores,1998-08-01,29165,0,1998-08-01
541,Grocery stores,1998-08-01,35153,0,1998-08-01
56,Apparel and accessory stores,1998-08-01,11371,0,1998-08-01
58,Eating and drinking places,1998-08-01,21731,0,1998-08-01
591,Drug and proprietary stores,1998-08-01,8611,0,1998-08-01
553,Auto and home supply stores,1997-08-01,3455,0,1998-08-01
571,Furniture and home furnishings,1997-08-01,6223,0,1998-08-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-08-01,5349,0,1998-08-01
53,General merchandise group stores,1997-08-01,27989,0,1998-08-01
541,Grocery stores,1997-08-01,34631,0,1998-08-01
56,Apparel and accessory stores,1997-08-01,10874,0,1998-08-01
58,Eating and drinking places,1997-08-01,21339,0,1998-08-01
591,Drug and proprietary stores,1997-08-01,7960,0,1998-08-01
592,Liquor stores,1997-08-01,2075,0,1998-08-01
5961,Total mail order,1997-08-01,3527,0,1998-08-01
53,General merchandise group stores,1998-09-01,29557,1,1998-09-01
541,Grocery stores,1998-09-01,35009,1,1998-09-01
56,Apparel and accessory stores,1998-09-01,10348,1,1998-09-01
58,Eating and drinking places,1998-09-01,20581,1,1998-09-01
591,Drug and proprietary stores,1998-09-01,8913,1,1998-09-01
553,Auto and home supply stores,1997-09-01,3155,1,1998-09-01
571,Furniture and home furnishings,1997-09-01,6006,1,1998-09-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-09-01,5364,1,1998-09-01
53,General merchandise group stores,1997-09-01,27869,1,1998-09-01
541,Grocery stores,1997-09-01,33729,1,1998-09-01
56,Apparel and accessory stores,1997-09-01,9867,1,1998-09-01
58,Eating and drinking places,1997-09-01,19880,1,1998-09-01
591,Drug and proprietary stores,1997-09-01,8353,1,1998-09-01
592,Liquor stores,1997-09-01,2001,1,1998-09-01
5961,Total mail order,1997-09-01,4322,1,1998-09-01
53,General merchandise group stores,1998-09-01,26513,0,1998-09-01
541,Grocery stores,1998-09-01,34309,0,1998-09-01
56,Apparel and accessory stores,1998-09-01,9934,0,1998-09-01
58,Eating and drinking places,1998-09-01,20252,0,1998-09-01
591,Drug and proprietary stores,1998-09-01,8396,0,1998-09-01
553,Auto and home supply stores,1997-09-01,3209,0,1998-09-01
571,Furniture and home furnishings,1997-09-01,5946,0,1998-09-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-09-01,5101,0,1998-09-01
53,General merchandise group stores,1997-09-01,24753,0,1998-09-01
541,Grocery stores,1997-09-01,32616,0,1998-09-01
56,Apparel and accessory stores,1997-09-01,9375,0,1998-09-01
58,Eating and drinking places,1997-09-01,19522,0,1998-09-01
591,Drug and proprietary stores,1997-09-01,7885,0,1998-09-01
592,Liquor stores,1997-09-01,1885,0,1998-09-01
5961,Total mail order,1997-09-01,4188,0,1998-09-01
53,General merchandise group stores,1998-10-01,29652,1,1998-10-01
541,Grocery stores,1998-10-01,34984,1,1998-10-01
56,Apparel and accessory stores,1998-10-01,10297,1,1998-10-01
58,Eating and drinking places,1998-10-01,20824,1,1998-10-01
591,Drug and proprietary stores,1998-10-01,9018,1,1998-10-01
553,Auto and home supply stores,1997-10-01,3121,1,1998-10-01
571,Furniture and home furnishings,1997-10-01,6042,1,1998-10-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-10-01,5384,1,1998-10-01
53,General merchandise group stores,1997-10-01,28092,1,1998-10-01
541,Grocery stores,1997-10-01,33688,1,1998-10-01
56,Apparel and accessory stores,1997-10-01,9853,1,1998-10-01
58,Eating and drinking places,1997-10-01,19789,1,1998-10-01
591,Drug and proprietary stores,1997-10-01,8298,1,1998-10-01
592,Liquor stores,1997-10-01,2060,1,1998-10-01
5961,Total mail order,1997-10-01,4154,1,1998-10-01
53,General merchandise group stores,1998-10-01,29392,0,1998-10-01
541,Grocery stores,1998-10-01,35509,0,1998-10-01
56,Apparel and accessory stores,1998-10-01,10596,0,1998-10-01
58,Eating and drinking places,1998-10-01,21428,0,1998-10-01
591,Drug and proprietary stores,1998-10-01,8964,0,1998-10-01
553,Auto and home supply stores,1997-10-01,3358,0,1998-10-01
571,Furniture and home furnishings,1997-10-01,6217,0,1998-10-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-10-01,5206,0,1998-10-01
53,General merchandise group stores,1997-10-01,27762,0,1998-10-01
541,Grocery stores,1997-10-01,33924,0,1998-10-01
56,Apparel and accessory stores,1997-10-01,9986,0,1998-10-01
58,Eating and drinking places,1997-10-01,20125,0,1998-10-01
591,Drug and proprietary stores,1997-10-01,8248,0,1998-10-01
592,Liquor stores,1997-10-01,2041,0,1998-10-01
5961,Total mail order,1997-10-01,4640,0,1998-10-01
53,General merchandise group stores,1998-11-01,30157,1,1998-11-01
541,Grocery stores,1998-11-01,35232,1,1998-11-01
56,Apparel and accessory stores,1998-11-01,10386,1,1998-11-01
58,Eating and drinking places,1998-11-01,20992,1,1998-11-01
591,Drug and proprietary stores,1998-11-01,9076,1,1998-11-01
553,Auto and home supply stores,1997-11-01,3120,1,1998-11-01
571,Furniture and home furnishings,1997-11-01,6155,1,1998-11-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-11-01,5514,1,1998-11-01
53,General merchandise group stores,1997-11-01,28160,1,1998-11-01
541,Grocery stores,1997-11-01,33793,1,1998-11-01
56,Apparel and accessory stores,1997-11-01,9924,1,1998-11-01
58,Eating and drinking places,1997-11-01,19663,1,1998-11-01
591,Drug and proprietary stores,1997-11-01,8382,1,1998-11-01
592,Liquor stores,1997-11-01,2054,1,1998-11-01
5961,Total mail order,1997-11-01,3961,1,1998-11-01
53,General merchandise group stores,1998-11-01,35066,0,1998-11-01
541,Grocery stores,1998-11-01,34598,0,1998-11-01
56,Apparel and accessory stores,1998-11-01,11487,0,1998-11-01
58,Eating and drinking places,1998-11-01,19858,0,1998-11-01
591,Drug and proprietary stores,1998-11-01,8804,0,1998-11-01
553,Auto and home supply stores,1997-11-01,3011,0,1998-11-01
571,Furniture and home furnishings,1997-11-01,6746,0,1998-11-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-11-01,5972,0,1998-11-01
53,General merchandise group stores,1997-11-01,32895,0,1998-11-01
541,Grocery stores,1997-11-01,33658,0,1998-11-01
56,Apparel and accessory stores,1997-11-01,11137,0,1998-11-01
58,Eating and drinking places,1997-11-01,18837,0,1998-11-01
591,Drug and proprietary stores,1997-11-01,8072,0,1998-11-01
592,Liquor stores,1997-11-01,2068,0,1998-11-01
5961,Total mail order,1997-11-01,4951,0,1998-11-01
53,General merchandise group stores,1998-12-01,30123,1,1998-12-01
541,Grocery stores,1998-12-01,35306,1,1998-12-01
56,Apparel and accessory stores,1998-12-01,10375,1,1998-12-01
58,Eating and drinking places,1998-12-01,21337,1,1998-12-01
591,Drug and proprietary stores,1998-12-01,9130,1,1998-12-01
553,Auto and home supply stores,1997-12-01,3109,1,1998-12-01
571,Furniture and home furnishings,1997-12-01,6248,1,1998-12-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-12-01,5547,1,1998-12-01
53,General merchandise group stores,1997-12-01,28098,1,1998-12-01
541,Grocery stores,1997-12-01,33677,1,1998-12-01
56,Apparel and accessory stores,1997-12-01,9901,1,1998-12-01
58,Eating and drinking places,1997-12-01,19918,1,1998-12-01
591,Drug and proprietary stores,1997-12-01,8345,1,1998-12-01
592,Liquor stores,1997-12-01,2078,1,1998-12-01
5961,Total mail order,1997-12-01,3975,1,1998-12-01
53,General merchandise group stores,1998-12-01,50239,0,1998-12-01
541,Grocery stores,1998-12-01,37954,0,1998-12-01
56,Apparel and accessory stores,1998-12-01,16704,0,1998-12-01
58,Eating and drinking places,1998-12-01,21209,0,1998-12-01
591,Drug and proprietary stores,1998-12-01,11193,0,1998-12-01
553,Auto and home supply stores,1997-12-01,2922,0,1998-12-01
571,Furniture and home furnishings,1997-12-01,7522,0,1998-12-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1997-12-01,8592,0,1998-12-01
53,General merchandise group stores,1997-12-01,46690,0,1998-12-01
541,Grocery stores,1997-12-01,35832,0,1998-12-01
56,Apparel and accessory stores,1997-12-01,16039,0,1998-12-01
58,Eating and drinking places,1997-12-01,19639,0,1998-12-01
591,Drug and proprietary stores,1997-12-01,10281,0,1998-12-01
592,Liquor stores,1997-12-01,2799,0,1998-12-01
5961,Total mail order,1997-12-01,6146,0,1998-12-01
53,General merchandise group stores,1999-01-01,30611,1,1999-01-01
541,Grocery stores,1999-01-01,35307,1,1999-01-01
56,Apparel and accessory stores,1999-01-01,10477,1,1999-01-01
58,Eating and drinking places,1999-01-01,21355,1,1999-01-01
591,Drug and proprietary stores,1999-01-01,9191,1,1999-01-01
553,Auto and home supply stores,1998-01-01,3097,1,1999-01-01
571,Furniture and home furnishings,1998-01-01,6279,1,1999-01-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-01-01,5923,1,1999-01-01
53,General merchandise group stores,1998-01-01,28517,1,1999-01-01
541,Grocery stores,1998-01-01,33640,1,1999-01-01
56,Apparel and accessory stores,1998-01-01,10224,1,1999-01-01
58,Eating and drinking places,1998-01-01,20003,1,1999-01-01
591,Drug and proprietary stores,1998-01-01,8498,1,1999-01-01
592,Liquor stores,1998-01-01,2023,1,1999-01-01
5961,Total mail order,1998-01-01,4315,1,1999-01-01
53,General merchandise group stores,1999-01-01,23581,0,1999-01-01
541,Grocery stores,1999-01-01,34601,0,1999-01-01
56,Apparel and accessory stores,1999-01-01,7554,0,1999-01-01
58,Eating and drinking places,1999-01-01,19732,0,1999-01-01
591,Drug and proprietary stores,1999-01-01,8934,0,1999-01-01
553,Auto and home supply stores,1998-01-01,2735,0,1999-01-01
571,Furniture and home furnishings,1998-01-01,5764,0,1999-01-01
"5722,31,34","Household appliance, radio, TV,and computer stores",1998-01-01,5585,0,1999-01-01
53,General merchandise group stores,1998-01-01,22077,0,1999-01-01
541,Grocery stores,1998-01-01,33405,0,1999-01-01
56,Apparel and accessory stores,1998-01-01,7479,0,1999-01-01
58,Eating and drinking places,1998-01-01,18563,0,1999-01-01
591,Drug and proprietary stores,1998-01-01,8405,0,1999-01-01
592,Liquor stores,1998-01-01,1819,0,1999-01-01
5961,Total mail order,1998-01-01,3948,0,1999-01-01
53,General merchandise group stores,1999-02-01,31234,1,1999-02-01
541,Grocery stores,1999-02-01,35685,1,1999-02-01
56,Apparel and accessory stores,1999-02-01,10919,1,1999-02-01
58,Eating and drinking places,1999-02-01,21477,1,1999-02-01
591,Drug and proprietary stores,1999-02-01,9352,1,1999-02-01
553,Auto and home supply stores,1998-02-01,3201,1,1999-02-01
571,Furniture and home furnishings,1998-02-01,6383,1,1999-02-01
